CIDL,代称,日冲策分,仓周类,月基带周,月基带日,月基策略,行业益盟,是宽基指数
sh688548,广钢气体,2,金c,(金)↘(下),(金)↘(下)▽(忑),多被(金),电子设备,
sh688549,中巨芯-U,2,金c,(金)↘(下),(金)↘(下)▽(忑),多被(金),电子设备,
sh688550,瑞联新材,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电子化学品,
sh688551,科威尔,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电源设备,
sh688552,航天南湖,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),航天国防,
sh688553,汇宇制药-W,0.1,屎y,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),医药制造,
sh688556,高测股份,0.5,尿y,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),光伏设备,
sh688557,兰剑智能,0.4,尿y,(尿)▽(忑),(屎)▽(忑)○(忠),NA(空看),专用设备,
sh688558,国盛智科,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),通用设备,
sh688559,海目星,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),自动化设备,
sh688560,明冠新材,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),光伏设备,
sh688561,奇安信-U,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),软件开发,
sh688562,航天软件,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),软件服务,
sh688563,航材股份,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),航天国防,
sh688565,力源科技,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),环境保护,
sh688566,吉贝尔,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),医药制造,
sh688567,孚能科技,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),电池,
sh688568,中科星图,0.4,尿y,(尿)▽(忑),(屎)▽(忑)○(忠),NA(空看),软件服务,
sh688569,铁科轨道,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),专用设备,
sh688570,天玛智控,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),自动化设备,
sh688571,杭华股份,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),化学制品,
sh688573,信宇人,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),电池,
sh688575,亚辉龙,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),医疗器械,
sh688576,西山科技,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),医疗器械,
sh688577,浙海德曼,0.1,尿y,(尿)▽(忑),(屎)▽(忑)▽(忑),NA(空看),机床设备,
sh688578,艾力斯,10.8,金a,(金)▲(上),(金)○(中)↘(忑),多长(消极),医药制造,
sh688579,地纬智能,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),软件开发,
sh688580,伟思医疗,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),医疗器械,
sh688581,安杰思,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),医疗器械,
sh688582,芯动联科,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),半导体,
sh688583,思看科技,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),仪器仪表,
sh688584,上海合晶,1.8,嘘c,(嘘)▽(下),(尿)▽(下)▽(忑),NA(空看),半导体,
sh688585,上纬新材,85.1,金y,(金)↘(忠),(金)▲(忐)▲(上),多被(金),塑料,
sh688586,江航装备,2.2,尿y,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),航天国防,
sh688588,凌志软件,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),软件服务,
sh688589,力合微,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),半导体,
sh688590,新致软件,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),软件服务,
sh688591,泰凌微,0.1,屎y,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),半导体,
sh688592,司南导航,0.4,尿y,(尿)▽(忑),(屎)▽(忑)○(忠),NA(空看),航天国防,
sh688593,新相微,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),半导体,
sh688595,芯海科技,0.1,屎z,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),半导体,
sh688596,正帆科技,2,金c,(金)↘(下),(金)↘(下)▽(忑),多被(金),电子元件,
sh688597,煜邦电力,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),电气智能化设备,
sh688598,金博股份,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),光伏设备,
sh688599,天合光能,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),光伏设备,
sh688600,皖仪科技,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),环境保护,
sh688601,力芯微,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),半导体,
sh688602,康鹏科技,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),电子化学品,
sh688603,天承科技,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电子设备,
sh688605,先锋精科,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),半导体,
sh688606,奥泰生物,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),医药制造,
sh688607,康众医疗,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),医疗器械,
sh688608,恒玄科技,7.1,屎r,(屎)↗(忐),(屎)↗(忐)○(中),NA(空看),半导体,
sh688609,九联科技,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),通信设备,
sh688610,埃科光电,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),仪器仪表,
sh688611,杭州柯林,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电源设备,
sh688612,威迈斯,2.2,尿y,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),汽车零部件,
sh688613,奥精医疗,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),医疗器械,
sh688615,合合信息,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),软件服务,
sh688616,西力科技,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),仪器仪表,
sh688617,惠泰医疗,84.1,屎r,(屎)↗(忐),(唏)↗(忐)▲(上),NA(空看),医疗器械,
sh688618,三旺通信,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),通信设备,
sh688619,罗普特,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),软件服务,
sh688620,安凯微,1.5,金c,(金)↘(下),(嘘)↘(下)▽(忑),多被(金),半导体,
sh688621,阳光诺和,7.1,屎r,(屎)↗(忐),(屎)↗(忐)○(中),NA(空看),医疗服务,
sh688622,*ST禾信,85.1,嘘z,(嘘)▽(忑),(金)▲(忐)▲(上),NA(空看),,
sh688623,双元科技,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),专用设备,
sh688625,呈和科技,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),化学制品,
sh688626,翔宇医疗,0.1,尿y,(尿)▽(忑),(屎)▽(忑)▽(忑),NA(空看),医疗器械,
sh688627,精智达,2,金c,(金)↘(下),(金)↘(下)▽(忑),多被(金),专用设备,
sh688628,优利德,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),仪器仪表,
sh688629,华丰科技,1.5,金c,(金)↘(下),(嘘)↘(下)▽(忑),多被(金),航天国防,
sh688630,芯碁微装,2,金c,(金)↘(下),(金)↘(下)▽(忑),多被(金),专用设备,
sh688631,莱斯信息,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),软件服务,
sh688633,星球石墨,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),专用设备,
sh688636,智明达,0.1,尿y,(尿)▽(忑),(屎)▽(忑)▽(忑),NA(空看),航天国防,
sh688638,誉辰智能,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),电池,
sh688639,华恒生物,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),化学制品,
sh688646,ST逸飞,1.5,金c,(金)↘(下),(嘘)↘(下)▽(忑),多被(金),,
sh688648,中邮科技,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),通用设备,
sh688651,盛邦安全,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),软件开发,
sh688652,京仪装备,1.5,金c,(金)↘(下),(嘘)↘(下)▽(忑),多被(金),半导体,
sh688653,康希通信,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),半导体,
sh688655,迅捷兴,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电子元件,
sh688656,浩欧博,0.1,屎y,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),医疗器械,
sh688657,浩辰软件,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),软件开发,
sh688658,悦康药业,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),医药制造,
sh688659,元琛科技,2.2,尿y,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),化学制品,
sh688660,电气风电,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),风电设备,
sh688661,和林微纳,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),半导体,
sh688662,富信科技,1.5,嘘c,(嘘)▽(下),(嘘)↘(下)▽(忑),NA(空看),电子元件,
sh688663,新风光,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),电源设备,
sh688665,四方光电,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),仪器仪表,
sh688667,菱电电控,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),汽车零部件,
sh688668,鼎通科技,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),通信设备,
sh688669,聚石化学,2,金c,(金)↘(下),(金)↘(下)▽(忑),多被(金),塑料,
sh688670,金迪克,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),生物制品,
sh688671,碧兴物联,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),环境保护,
sh688676,金盘科技,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),高低压设备,
sh688677,海泰新光,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),医疗器械,
sh688678,福立旺,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),消费电子,
sh688679,通源环境,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),环境保护,
sh688680,海优新材,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),光伏设备,
sh688681,科汇股份,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),电气智能化设备,
sh688682,霍莱沃,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),软件开发,
sh688683,莱尔科技,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),电子化学品,
sh688685,迈信林,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),航天国防,
sh688686,奥普特,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),自动化设备,
sh688687,凯因科技,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),生物制品,
sh688689,银河微电,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),半导体,
sh688690,纳微科技,1.5,金z,(金)↘(忑),(嘘)↘(下)▽(忑),多被(金),化学原料,
sh688691,灿芯股份,0.1,尿y,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),半导体,
sh688692,达梦数据,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),软件服务,
sh688693,锴威特,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),半导体,
sh688695,中创股份,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),软件开发,
sh688696,极米科技,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),家电,
sh688697,纽威数控,68.7,嘘z,(嘘)▽(忑),(金)○(忠)↗(上),NA(空看),机床设备,
sh688698,伟创电气,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),电气智能化设备,
sh688699,明微电子,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),半导体,
sh688700,东威科技,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),专用设备,
sh688701,卓锦股份,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),环境保护,
sh688702,盛科通信-U,10.8,金b,(金)▲(上),(金)○(中)↘(忑),多长(消极),半导体,
sh688707,振华新材,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),电池,
sh688708,佳驰科技,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),航天国防,
sh688709,成都华微,0.1,屎y,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),半导体,
sh688710,益诺思,10.8,金a,(金)▲(上),(金)○(中)↘(忑),多长(消极),医疗服务,
sh688711,宏微科技,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),半导体,
sh688716,中研股份,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),塑料,
sh688717,艾罗能源,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),光伏设备,
sh688718,唯赛勃,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),塑料,
sh688719,爱科赛博,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),高低压设备,
sh688720,艾森股份,1.8,嘘c,(嘘)▽(下),(尿)▽(下)▽(忑),NA(空看),半导体,
sh688721,龙图光罩,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),半导体,
sh688722,同益中,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),化纤,
sh688726,拉普拉斯,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),光伏设备,
sh688728,格科微,1.8,嘘c,(嘘)▽(下),(尿)▽(下)▽(忑),NA(空看),半导体,
sh688729,屹唐股份,1.8,尿c,(尿)▽(下),(尿)▽(下)▽(忑),NA(空看),半导体,
sh688733,壹石通,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电池,
sh688737,中自科技,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),汽车零部件,
sh688739,成大生物,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),生物制品,
sh688750,金天钛业,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),有色金属,
sh688755,汉邦科技,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),专用设备,
sh688757,胜科纳米,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),综合行业,
sh688758,赛分科技,10.8,金a,(金)▲(上),(金)○(中)↘(忑),多长(消极),医药制造,
sh688766,普冉股份,1.5,嘘c,(嘘)▽(下),(嘘)↘(下)▽(忑),NA(空看),半导体,
sh688767,博拓生物,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),医药制造,
sh688768,容知日新,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),电气智能化设备,
sh688772,珠海冠宇,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),电池,
sh688775,影石创新,0.1,屎y,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),消费电子,
sh688776,国光电气,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),航天国防,
sh688777,中控技术,25.7,金c,(金)↘(下),(金)↘(下)↗(忐),多被(金),电气智能化设备,
sh688778,厦钨新能,1.3,尿z,(尿)▽(忑),(屎)▽(忑)↗(忐),NA(空看),电池,
sh688779,五矿新能,5.3,尿z,(尿)▽(忑),(尿)○(忠)↗(上),NA(空看),电池,
sh688786,悦安新材,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),新材料,
sh688787,海天瑞声,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),软件开发,
sh688788,科思科技,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),航天国防,
sh688789,宏华数科,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),专用设备,
sh688793,倍轻松,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),家电,
sh688798,艾为电子,0.1,屎y,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),半导体,
sh688799,华纳药厂,0.1,尿y,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),医药制造,
sh688800,瑞可达,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电子设备,
sh688819,天能股份,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),电池,
sh688981,中芯国际,1.5,金c,(金)↘(下),(嘘)↘(下)▽(忑),多被(金),半导体,
sh689009,九号公司-WD,82.4,屎z,(屎)▽(忑),(金)▲(上)▲(上),NA(空长),其他交运设备,
sz000001,平安银行,80.9,金a,(金)▲(上),(银)▲(上)▲(上),多长(积极),银行,
sz000002,万  科Ａ,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),房地产,
sz000004,国华退,0,屎,(屎)▽(?),(屎)▽()▲(),NA(空长),,
sz000006,深振业Ａ,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),房地产,
sz000007,全新好,0.5,尿y,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),商业物业经营,
sz000008,神州高铁,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),专用设备,
sz000009,中国宝安,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),电池,
sz000010,*ST美丽,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),,
sz000011,深物业A,84.1,唏r,(唏)↗(忐),(唏)↗(忐)▲(上),多被(唏),房地产,
sz000012,南  玻Ａ,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),玻璃制造,
sz000014,沙河股份,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),房地产,
sz000016,*ST康佳A,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),,
sz000017,深中华A,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),轻工产品,
sz000019,深粮控股,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),农林,
sz000020,深华发Ａ,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),电子元件,
sz000021,深科技,1.5,金c,(金)↘(下),(嘘)↘(下)▽(忑),多被(金),消费电子,
sz000025,特  力Ａ,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),汽车服务,
sz000026,飞亚达,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),轻工产品,
sz000027,深圳能源,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),电力,
sz000028,国药一致,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),医药流通,
sz000029,深深房Ａ,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),房地产,
sz000030,富奥股份,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),汽车零部件,
sz000031,大悦城,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),房地产,
sz000032,深桑达Ａ,0.1,屎z,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),软件服务,
sz000034,神州数码,0.1,屎z,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),IT设备,
sz000035,中国天楹,1.9,尿y,(尿)▽(忠),(屎)○(忠)↗(上),NA(空看),环境保护,
sz000036,华联控股,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),房地产,
sz000037,深南电A,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电力,
sz000039,中集集团,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),金属制品,
sz000042,中洲控股,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),房地产,
sz000045,深纺织Ａ,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),电子元件,
sz000048,京基智农,8.6,金b,(金)↘(中),(金)↘(下)○(忠),多长(不定),牧渔,
sz000049,德赛电池,1.9,尿y,(尿)▽(忠),(屎)○(忠)↗(上),NA(空看),电池,
sz000050,深天马Ａ,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),电子元件,
sz000055,方大集团,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),装修装饰,
sz000056,*ST皇庭,7,屎b,(屎)▽(中),(屎)▽(下)○(忠),NA(空看),,
sz000058,深 赛 格,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),商业物业经营,
sz000059,华锦股份,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),石油石化,
sz000060,中金岭南,0.5,嘘z,(嘘)▽(忑),(尿)▽(忑)○(忠),NA(空看),有色金属,
sz000061,农 产 品,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),零售业,
sz000062,深圳华强,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电子设备,
sz000063,中兴通讯,0.1,尿z,(尿)▽(忑),(屎)▽(忑)▽(忑),NA(空看),通信设备,
sz000065,北方国际,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),工程建筑,
sz000066,中国长城,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),IT设备,
sz000068,华控赛格,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),环境保护,
sz000069,华侨城Ａ,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),房地产,
sz000070,特发信息,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),通信设备,
sz000078,ST海王,0.1,屎y,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),,
sz000088,盐 田 港,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),港口,
sz000089,深圳机场,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),机场,
sz000090,天健集团,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),房地产,
sz000096,广聚能源,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),石油石化,
sz000099,中信海直,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),航空运输,
sz000100,TCL科技,2,金c,(金)↘(下),(金)↘(下)▽(忑),多被(金),电子元件,
sz000151,中成股份,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),贸易,
sz000153,丰原药业,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),医药制造,
sz000155,川能动力,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),电力,
sz000156,华数传媒,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),文化传媒,
sz000157,中联重科,86,尿r,(尿)↗(忐),(银)▲(忐)▲(上),NA(空看),工程机械,
sz000158,常山北明,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),软件服务,
sz000159,国际实业,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),石油石化,
sz000166,申万宏源,68.5,屎a,(屎)↗(上),(屎)↗(上)▲(上),NA(空看),证券期货,
sz000301,东方盛虹,10.3,嘘z,(嘘)▽(忑),(金)↘(忑)○(忠),NA(空看),石油石化,
sz000333,美的集团,82.4,金b,(金)▲(上),(金)▲(上)▲(上),多长(积极),家电,
sz000338,潍柴动力,35,金y,(金)↘(忠),(金)↘(忑)↗(上),多被(金),汽车零部件,
sz000400,许继电气,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),电气智能化设备,
sz000401,金隅冀东,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),水泥,
sz000402,金 融 街,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),房地产,
sz000403,派林生物,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),生物制品,
sz000404,长虹华意,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),家电,
sz000407,胜利股份,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),公用事业,
sz000408,藏格矿业,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),有色金属,
sz000409,云鼎科技,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),软件服务,
sz000410,沈阳机床,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),机床设备,
sz000411,英特集团,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),医药流通,
sz000415,渤海租赁,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),多元金融,
sz000417,合百集团,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),零售业,
sz000419,通程控股,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),零售业,
sz000420,吉林化纤,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),化纤,
sz000421,南京公用,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),公用事业,
sz000422,湖北宜化,2.2,尿y,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),化肥,
sz000423,东阿阿胶,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),中药,
sz000425,徐工机械,33,尿y,(尿)▽(忠),(屎)↗(忐)▲(上),NA(空看),工程机械,
sz000426,兴业银锡,0.7,尿z,(尿)▽(忑),(尿)▽(忑)○(中),NA(空看),有色金属,
sz000428,华天酒店,86,银r,(银)▲(忐),(银)▲(忐)▲(上),多被(银),酒店餐饮,
sz000429,粤高速Ａ,29.8,金b,(金)▲(上),(金)▲(上)○(中),多长(积极),高速公路,
sz000430,张家界,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),景点,
sz000488,ST晨鸣,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),,
